Date,SPY,VTI,QQQ,IWM,EFA,EEM,VT,XLV,XLF,XLY,VNQ,GLD,AGG,BND,TLT,LQD,HYG,TIP,BNDX,SHY
2015-01-02,171.0936737060547,88.3424072265625,94.90653991699219,103.31513214111328,44.57395935058594,30.78945541381836,47.51069259643555,57.536373138427734,16.415624618530273,31.763029098510742,53.596229553222656,114.08000183105469,82.24864196777344,60.58757400512695,95.12923431396484,82.26587677001953,50.26847839355469,84.7757568359375,39.83942413330078,69.916015625
2015-01-05,168.00376892089844,86.82447814941406,93.51435089111328,101.93389129638672,43.52177429199219,30.24148941040039,46.59153366088867,57.242942810058594,16.070449829101562,31.155517578125,53.88955307006836,115.80000305175781,82.42739868164062,60.763458251953125,96.62356567382812,82.60234832763672,49.80280685424805,84.84345245361328,39.82451248168945,69.916015625
2015-01-06,166.42138671875,85.97372436523438,92.26052856445312,100.17041015625,43.0287971496582,30.114418029785156,46.124027252197266,57.05012512207031,15.824849128723145,30.845130920410156,54.4240837097168,117.12000274658203,82.63591766357422,60.93940353393555,98.36449432373047,82.9387435913086,49.61206817626953,84.85099029541016,39.914119720458984,69.94910430908203
2015-01-07,168.49514770507812,86.99959564208984,93.44985961914062,101.40396881103516,43.50706481933594,30.765626907348633,46.71831130981445,58.391502380371094,15.99079418182373,31.332908630371094,55.258480072021484,116.43000030517578,82.62103271484375,60.976043701171875,98.1701889038086,83.0485610961914,49.92060470581055,84.91864776611328,39.88423538208008,69.982177734375
2015-01-08,171.4851531982422,88.53421783447266,95.23847198486328,103.12403869628906,44.09569549560547,31.289772033691406,47.42353057861328,59.38913345336914,16.229761123657227,31.80293846130371,55.467063903808594,115.94000244140625,82.49443817138672,60.88077926635742,96.8701400756836,82.78081512451172,50.2964973449707,84.78330993652344,39.86931610107422,69.97384643554688
2015-01-09,170.11093139648438,87.8002700805664,94.61153411865234,102.13367462158203,43.8823127746582,31.186527252197266,47.106571197509766,58.8609733581543,16.010698318481445,31.43488311767578,55.49314880371094,117.26000213623047,82.695556640625,60.98343276977539,97.93107604980469,83.00050354003906,50.54896545410156,85.03894805908203,39.846923828125,70.03178405761719
2015-01-12,168.77835083007812,87.17475891113281,93.62501525878906,101.79489135742188,43.779300689697266,30.932405471801758,46.86094665527344,58.88613510131836,15.877946853637695,31.266376495361328,55.91684341430664,118.55999755859375,82.76258850097656,61.06405258178711,98.49150085449219,83.15837860107422,50.487281799316406,85.01641845703125,39.936500549316406,70.0731430053711
2015-01-13,168.3035888671875,86.97457885742188,93.59738159179688,101.87307739257812,44.000038146972656,31.20241928100586,46.89263153076172,58.626243591308594,15.824849128723145,31.266376495361328,55.83211898803711,118.16000366210938,82.784912109375,61.12266540527344,98.49150085449219,83.23389434814453,50.487281799316406,84.8810806274414,39.97384262084961,70.11444091796875
2015-01-14,167.2875518798828,86.4991683959961,93.08108520507812,101.46479797363281,43.87495803833008,31.027700424194336,46.678707122802734,58.53400802612305,15.599146842956543,30.88946533203125,56.314510345458984,117.97000122070312,82.98602294921875,61.26199722290039,99.2386245727539,83.37809753417969,50.36945724487305,85.38490295410156,40.0709342956543,70.15579223632812
2015-01-15,165.7550811767578,85.62340545654297,91.87329864501953,99.75343322753906,44.15455627441406,31.099166870117188,46.52814865112305,57.90524673461914,15.406659126281738,30.490379333496094,56.444854736328125,120.94000244140625,83.36582946777344,61.53322219848633,100.80022430419922,83.8105697631836,50.060882568359375,86.0617446899414,39.88423538208008,70.26335144042969
2015-01-16,167.92889404296875,86.75773620605469,92.95201873779297,101.37791442871094,44.72847366333008,31.361249923706055,47.09865188598633,58.99513626098633,15.592521667480469,30.893905639648438,56.93375778198242,122.5199966430664,83.04560852050781,61.34992599487305,99.51513671875,83.3437271118164,50.25163650512695,85.58041381835938,40.11573791503906,70.19717407226562
2015-01-20,168.28695678710938,86.8828353881836,93.68956756591797,100.95226287841797,44.88298797607422,31.3135929107666,47.185821533203125,58.99513626098633,15.526142120361328,30.716537475585938,56.48398971557617,124.19999694824219,83.1871109008789,61.283939361572266,100.8375473022461,83.53599548339844,50.16189193725586,85.78345489501953,40.10078048706055,70.16410827636719
2015-01-21,169.136474609375,87.27484130859375,94.16899108886719,100.63082122802734,45.23616409301758,32.0045166015625,47.53446578979492,59.11249923706055,15.565962791442871,30.916067123413086,56.444854736328125,124.2300033569336,83.03816223144531,61.16666030883789,99.67200469970703,83.50164794921875,50.43116760253906,85.43000793457031,40.16056823730469,70.16410827636719
2015-01-22,171.65170288085938,88.6009750366211,95.9115219116211,102.68099212646484,45.405391693115234,32.616004943847656,48.08119201660156,59.81669616699219,15.950956344604492,31.496976852416992,57.448726654052734,125.2300033569336,82.99348449707031,61.18135452270508,99.31333923339844,83.46046447753906,50.49850082397461,85.45256805419922,40.108272552490234,70.13925170898438
